domain,2025-05-31,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2026-01-03,2026-01-04,2026-01-07,2026-01-08,2026-01-09,2026-01-10,2026-01-11,2026-01-12,2026-01-13,2026-01-14,2026-01-15,2026-01-16,2026-01-17,2026-01-18,2026-01-19,2026-01-20,2026-01-21,2026-01-22,2026-01-23,2026-01-24,2026-01-25,2026-01-26,2026-01-27,2026-01-28,2026-01-29,2026-01-30,2026-01-31,2026-02-01
tadalfiillast.com,50788,52342,52445,52500,52535,52603,52740,52910,53100,53188,53314,53429,53546,53576,53640,53790,53897,54015,54220,54439,54439,54464,54608,54608,55173,55032,55457,55942,56224,80707,80735,81253,81253,81347,81463,81635,81807,82041,82273,82307,82456,82539,82630,82593,82678,82878,82944,82968,83064,83052,83073,83095,83044,83115,83211,83313,83421
radiologyinfo.org,50789,51287,51462,51460,51477,51514,51516,51544,51654,51682,51698,51718,51735,51563,51574,51565,51625,51630,51568,51370,51370,51166,51203,51203,51372,51038,51160,51360,51594,54434,54257,54095,54095,54088,54096,54101,54159,54214,54335,54405,54447,54643,54899,55024,55078,55175,55128,55119,55198,55380,55395,55440,55449,55364,55296,55226,55072
highpoint.edu,50790,52457,52636,52774,52992,53168,53225,53327,53421,53451,53599,53589,53662,53686,53981,54347,54841,55347,56392,57024,57024,58014,58693,58693,60547,61128,62304,62903,63558,70352,70167,67818,67818,67482,67481,67376,67253,67178,67019,66787,66396,66200,65628,65083,64836,64802,65097,65311,65446,65650,65767,65883,66294,66485,66556,66534,66309
domainorderdns.nl,50791,48709,48899,49067,49312,49657,49956,50899,51636,51881,53534,54971,55915,55628,55641,55710,56365,56998,57258,57471,57471,57540,57550,57550,58807,60289,60607,60862,60443,104942,104987,104388,104388,103192,103060,103141,102090,101891,101988,98371,97021,96597,96034,93021,91712,90578,89832,88319,87522,86822,86572,85245,85109,84783,84374,83735,83007
sportsbettingdime.com,50792,51725,51885,51963,51981,52091,52173,52254,52438,52544,52590,52693,52762,52754,52775,52831,52920,52952,53065,53074,53074,52900,52920,52920,53158,52946,53087,53359,53564,52323,52113,51709,51709,51708,51702,51690,51683,51667,51696,51785,51844,51921,52143,52288,52508,52600,52768,52979,53215,53555,53757,53941,54113,54281,54468,54702,54792
contentboost.click,50793,50138,50360,51379,51008,51144,51096,51116,51340,51374,51667,51415,51498,51701,51818,51676,51370,52349,51687,51290,51290,50291,50112,50112,49707,50260,50171,50133,50177,50211,50198,50269,50269,50462,50495,50629,50695,50817,50809,50954,51108,51216,51411,51573,51755,51595,51602,51818,51889,52108,52314,52446,52274,52258,52274,52055,51841
gartic.io,50794,52363,52740,53145,53194,53222,53265,53357,53363,53240,53187,53172,53166,53040,52926,52919,52967,52883,52937,52841,52841,52420,52347,52347,52274,52126,52366,52484,52518,49400,48878,47519,47519,47282,47041,46761,46468,46463,46533,46647,46661,46700,46744,46817,46889,47065,47161,47161,47123,47111,47155,47203,47193,47499,47544,47703,47933
govalue.de,50795,54599,55147,54014,54349,55895,55059,54779,54378,54417,52113,48982,48698,58102,58149,57431,56469,55666,55421,55367,55367,57627,52064,52064,50006,49993,49487,47998,47223,95155,96205,102248,102248,104511,104537,104059,102941,102617,105129,104730,102370,99746,99602,95462,91827,100311,99592,98886,98306,97900,97739,100076,102054,103905,104849,105679,106653
fable.co,50796,55501,56797,57681,57693,57700,57725,57844,57904,57839,57998,57620,57669,57716,57930,57823,57770,57996,57563,57554,57554,57378,57250,57250,57779,58055,58211,58319,58332,65047,65643,67712,67712,68348,69150,69784,70514,70630,70852,71039,71194,71310,71426,71381,71492,71550,71670,71722,71581,71462,71208,70943,70760,69891,69130,68377,67688
linuxconfig.org,50797,51214,51366,51359,51341,51307,51342,51381,51483,51450,51401,51386,51346,51094,51001,50860,50803,50758,50701,50469,50469,50195,50125,50125,50199,49866,49998,50250,50377,55882,55615,55707,55707,55661,55649,55644,55642,55696,55740,55763,55771,55914,56105,56110,56194,56190,56135,56080,56143,56166,56106,56079,56013,55934,55893,55840,55639
jmdc.co.jp,50798,51064,51950,51682,51715,51951,51497,51041,50718,51585,51251,51082,51180,51082,50102,49084,48270,48966,48753,48508,48508,48079,47860,47860,49168,49652,49622,50008,50148,51598,51248,50862,50862,50855,50754,50733,50686,50683,50883,51153,51302,51428,51663,52003,52106,52190,52295,52455,52550,52770,52788,52718,52652,52661,52690,52621,52682
egnyte-internal.com,50799,49607,49971,49914,49624,49575,49515,49494,49622,49901,49760,49419,48904,48728,48562,48585,48776,48655,48224,48059,48059,47844,48080,48080,48017,47487,47486,47578,47696,50603,50523,50401,50401,50347,50333,50350,50402,50672,50758,50647,50721,50901,51156,51423,51895,51973,51767,51846,52016,52155,52186,52259,52112,51862,51851,51833,51881
conectabalear.com,50800,43306,42542,43008,43028,43647,43879,44206,44658,45342,45768,46246,46632,47007,47227,47401,47522,47852,47363,46629,46629,44872,45076,45076,46118,47314,48194,49166,49764,236128,236519,233541,233541,230648,227486,221815,221763,221169,216463,214530,212521,206020,202884,199032,194633,191748,190421,189820,189604,190012,189507,189342,189046,189846,190175,188313,185911
d20pfsrd.com,50801,50353,50531,50484,50497,50432,50438,50468,50516,50474,50491,50522,50462,50297,50256,50241,50282,50374,50423,50367,50367,50365,50422,50422,50660,50460,50747,51074,51291,58141,57724,56371,56371,56155,55962,55735,55508,55294,55128,54978,54803,54697,54575,54331,54074,53859,53683,53468,53339,53319,53283,53297,53281,53244,53211,53096,53014
vpdcp.com,50802,51004,51207,51156,51054,50903,50948,51046,51235,51200,51145,50995,50845,50581,50806,50850,50885,50980,50837,50422,50422,50695,50958,50958,51550,51977,52091,52212,52362,37761,38374,40424,40424,41012,41633,42291,43016,43232,43362,43279,43340,43367,43377,43543,43670,43731,43733,43766,43738,43696,43570,43514,43617,42731,42033,41389,40655
scrumalliance.org,50803,49494,49748,49864,49765,49705,49734,49859,50079,50178,50198,50223,50215,50065,50152,50202,50328,50426,50524,50385,50385,50517,50770,50770,51100,50710,50822,51054,51135,49675,49561,49278,49278,49251,49246,49228,49240,49393,49511,49623,49724,49858,50059,50215,50373,50399,50417,50447,50513,50605,50742,50790,50776,50732,50751,50583,50613
sustrans.org.uk,50804,48293,48355,48408,48447,48412,48445,48527,48559,48540,48443,48348,48062,47918,47834,47701,47641,47517,47237,47012,47012,46544,46338,46338,46321,46278,46492,46590,46618,51660,51348,51478,51478,51671,51852,52016,52165,52370,52618,53216,53723,54271,54919,55427,55930,56369,56620,56910,57213,57532,57722,57854,58047,58453,58850,59250,59689
dga.jp,50805,46980,47219,47532,47624,48044,48346,48706,49097,49405,49649,49868,50183,50330,50771,51231,51850,52172,52755,53079,53079,53340,53749,53749,54917,55186,55477,55772,56238,58687,58460,57983,57983,57982,57966,57802,57595,57693,57588,57495,57458,57679,57912,57850,57847,57904,57890,57978,58308,58596,58567,58612,58382,57913,57422,57248,57001
ijr.com,50806,51364,51596,51723,51757,51755,51819,51843,51991,52032,52095,52153,52174,54008,55469,55554,55510,55568,55488,55353,55353,54759,54618,54618,54700,54462,54469,54572,54541,63875,63795,62866,62866,62794,62690,62652,62501,62473,62612,62803,63090,63513,63744,63984,64199,64318,64285,64352,64322,64301,64269,64264,64251,64232,64177,64118,64148
usecorner.io,50807,41509,41568,41593,41680,41802,41896,41904,41923,42462,42951,43514,44092,44714,45308,45952,46633,47286,47857,48545,48545,49961,50852,50852,52569,53547,54688,55891,57071,90171,90362,90935,90935,90936,91063,91136,91278,91506,91205,90986,91203,91041,90970,90829,90864,90852,90793,90854,90836,90789,90679,90657,90665,90768,90832,90831,90751
s-kaupat.fi,50808,51602,51553,51617,51611,50757,51860,52948,53377,52830,52536,51949,55618,55753,55671,55441,55149,55231,55274,55005,55005,54321,53557,53557,52515,52346,52512,52591,52728,59346,59369,61046,61046,60762,60727,60804,61024,60667,60346,60709,60334,61067,60719,60690,60196,60692,59598,58966,57986,57939,57564,57597,58159,58205,57953,57996,58684
mixmag.net,50809,52065,52181,52229,52228,52285,52262,52331,52375,52210,52074,51950,51860,51544,51338,51125,51042,50926,50905,50705,50705,50443,50398,50398,50287,49786,49700,49636,49547,55055,54925,55077,55077,55226,55320,55424,55571,55860,56147,56266,56455,56725,57088,57205,57171,57158,57148,57195,57349,57434,57459,57571,57651,57866,58100,58297,58490
dxpool.com,50810,63250,63638,64136,64508,64732,64961,65257,65525,64523,63546,62525,61551,60675,59836,58736,58965,59246,59861,59806,59806,59826,59809,59809,60418,61244,61676,62048,62303,74654,74314,73627,73627,73278,72963,72882,72498,72244,72400,73072,73409,73674,73721,73764,73765,73940,74544,74839,75071,75362,75593,75728,75962,76343,76606,76656,76833
boostra.ru,50811,49783,50029,50095,50005,49805,49762,50142,50592,50550,50540,50425,50397,50216,50225,50298,50660,50808,50781,50427,50427,49833,49597,49597,49846,50222,50416,50579,50446,80468,79596,69708,69708,69250,69145,69095,69181,69209,68815,68395,68199,67884,67457,67224,67002,66345,65890,65819,65564,65303,65333,65373,65206,64975,64780,64617,64308
xtapes.to,50812,66612,67518,68555,68920,69350,69601,69831,70341,70946,71584,71784,72070,72229,72330,72458,72439,72427,72570,72607,72607,72848,72759,72759,78753,81722,85304,90307,95150,482059,478627,469088,469088,467051,463984,459960,454980,449312,446225,445721,444157,441492,439794,435433,430754,430232,430325,429536,429757,431527,433219,434798,436065,439202,440095,440817,439028
xunta.es,50813,50788,50847,50870,50885,50909,50932,50953,51129,51016,51182,51483,51490,51310,51284,51292,51246,51261,51353,51431,51431,51244,51199,51199,51196,51299,51471,51765,51914,32912,32681,31799,31799,31802,31780,31779,31748,31684,31844,32059,32227,32459,32626,32807,33015,33339,33633,33887,33990,34257,34578,34950,35316,35517,35776,36122,36477
click-sec.com,50814,50660,50792,50831,50848,50846,50885,50913,51033,51360,51718,52075,52400,52607,52885,53221,53609,53947,54311,54657,54657,55027,55298,55298,56132,56131,56664,57288,57704,61790,61810,61619,61619,61657,61688,61703,61695,61792,61995,62116,62225,62438,62456,62298,62069,61882,61794,62011,62197,62258,62269,62229,62188,62174,62176,62164,62131
avantorsciences.com,50815,49371,49358,48859,48294,47974,47706,47346,47028,46824,46470,45940,45391,45004,44492,43945,43551,43362,43150,42825,42825,42246,41807,41807,39938,39233,38664,38075,37580,42800,42859,42851,42851,42800,42795,42791,42827,42914,42943,42854,42878,42971,43006,43177,43375,43498,43558,43727,43764,43820,43815,43873,43937,43677,43629,43610,43589
libapps.com,50816,50913,51226,51126,50949,51120,51206,51356,51551,51638,51533,51353,51281,51112,51178,51436,51828,51919,51799,51724,51724,52033,52421,52421,52993,53069,53587,53955,54306,90294,92149,99355,99355,99401,99316,99377,99582,99984,97286,95852,93595,92656,91919,91442,91371,90871,89025,87549,86279,84074,82550,81258,79950,78364,76956,75882,74939
demis.ru,50817,54059,53468,53339,53639,53868,53734,53741,53688,53538,52923,53006,53483,53457,53543,53367,53700,53124,52939,53844,53844,52326,52094,52094,51662,53244,53534,54555,54647,34886,34485,33855,33855,33863,33659,33600,33480,33354,33324,33476,33698,33839,34044,34197,34271,34376,34560,34760,34910,34851,34972,34978,35042,35225,35398,35406,35667
presinet.ne.jp,50818,47791,47551,47507,47597,47192,46862,47044,47224,47379,47358,47695,47365,46917,46698,46489,46537,47134,47040,46979,46979,47188,46998,46998,46811,48230,48596,48278,46021,27585,27684,27573,27573,27220,26841,26641,26496,26380,26338,26128,25780,25486,25270,25110,24594,23931,23613,23117,22581,21896,21480,21017,20479,19977,19520,19103,18818
travistaone.com,50819,50735,50841,50862,50988,51034,51046,51014,51061,51010,51012,51127,51213,51028,50937,50789,50654,50534,50571,50402,50402,50125,50029,50029,49993,49838,49945,50125,50254,50181,50066,49923,49923,49944,49981,50008,50014,50028,50141,50320,50439,50609,50894,51116,52145,53075,54189,55360,56622,57955,59316,60677,62135,63757,65390,67093,68968
joinads.me,50820,56046,57006,57923,59064,60317,61634,62965,64285,64237,64154,64222,64378,64446,64356,64249,63930,63849,63876,63962,63962,63942,63729,63729,63648,62307,61312,60209,59165,46292,46135,45530,45530,45545,45514,45513,45494,45438,45485,45634,45781,45860,45967,46132,46160,46281,46420,46438,46453,46451,46503,46677,46712,46755,46614,46672,46726
dataprovider.ru,50821,52100,51725,51605,51364,51305,51190,51271,51279,51217,50728,50523,50478,49682,49747,49691,50589,50217,49817,49476,49476,49571,49353,49353,49646,51340,51636,51939,52249,49660,49595,49631,49631,49688,49735,49890,49971,50079,50221,50387,50557,50642,50829,50952,51125,51078,51021,51115,51229,51443,51660,51770,51749,51778,51852,51803,51811
dvec.ru,50822,49739,50848,50949,50133,50147,50464,50340,50375,50976,50681,49804,49268,49047,49143,49715,50903,50780,50437,49977,49977,49687,49971,49971,51763,52345,52397,52769,53710,59446,60625,63740,63740,65527,66887,68617,70357,73208,71625,69465,68525,68488,68422,69026,70147,68442,65875,64887,64111,63713,64551,65574,64491,63146,62805,62544,61498
eprize.com,50823,54973,54691,54712,54402,53676,53907,54134,54253,54349,54439,54430,54305,54206,53754,53624,53580,53312,53033,53383,53383,53020,53260,53260,53460,53712,54687,55165,55269,57570,57188,56016,56016,55675,55384,55187,55062,55019,55021,54882,54876,55103,55431,55705,55963,56201,56202,56113,55941,56003,56108,55934,55891,55891,55943,55949,55896
ioi.dk,50824,47703,47875,48098,47824,47621,47371,47153,46617,46950,47044,47298,47389,47553,47509,47346,47143,47588,48275,48486,48486,48669,49075,49075,50007,51455,52464,53493,54574,51536,51026,50237,50237,50250,50205,50185,50039,50087,50316,50827,51191,51599,52161,52605,52874,53243,53820,54310,54941,55676,56088,56398,56868,57398,57930,58382,58941
nibo.com.br,50825,49454,49532,49542,49498,49432,49428,49424,49511,49553,49569,49607,49556,49486,49529,49588,49664,49717,49695,49650,49650,49576,49611,49611,49818,49568,49734,49984,50168,50727,50590,50494,50494,50516,50543,50567,50585,50637,50710,50800,50859,50979,51168,51303,51418,51419,51383,51447,51489,51597,51725,51756,51771,51774,51775,51684,51681
acesso.io,50826,50830,50900,50875,50978,50981,50987,50995,51130,51095,51088,51169,51199,51001,50949,50914,50888,50863,50908,50689,50689,50500,50451,50451,50385,50105,50210,50365,50449,44032,43960,44937,44937,44950,44801,44881,44784,43938,44730,45570,43540,42993,42652,42748,42764,43154,44435,44904,45307,45921,45835,46407,47288,47567,47801,48460,49075
sensorpush.com,50827,50468,50553,50565,50664,50695,50676,50664,50702,50566,50543,50643,50691,50518,50474,50419,50295,50282,50319,50181,50181,49819,49704,49704,49679,49476,49590,49752,49877,49250,49128,48921,48921,48941,48969,48996,48986,48938,49024,49196,49303,49396,49527,49626,49709,49758,49850,49940,50019,50132,50355,50360,50424,50513,50598,50484,50534
maxmilhas.com.br,50828,53229,53654,53999,54362,54709,55119,55552,55865,55847,55864,55859,55844,55859,55663,55668,56007,56424,56793,57154,57154,57732,58104,58104,59156,58725,58868,59021,59061,62049,62065,61813,61813,61774,61833,61878,61899,61395,61037,59954,57636,57293,57074,56755,56770,56784,56780,56796,56906,56976,56978,56974,56964,56952,56978,56937,56781
puc.cl,50829,50282,50532,50761,50857,50821,50911,51031,51042,51472,51253,51253,51258,51066,51105,50864,50818,50809,51227,51485,51485,51675,51499,51499,51089,51413,51922,52108,52066,60776,60970,61864,61864,61715,61874,62091,62354,62368,62620,62498,62413,62308,62042,61559,61257,61031,60781,60566,60477,60525,60597,60550,60503,60516,60670,60693,60633
repl.it,50830,53399,53552,54509,55135,54997,54229,53834,53444,56030,54055,54047,54268,54242,54089,53740,53020,53006,53148,52952,52952,51629,51666,51666,49701,49517,49655,49890,50191,53217,52936,53662,53662,53772,53581,53644,54012,54602,55228,55984,56339,56816,57591,58158,58527,59177,58687,58140,57931,58105,57779,57475,57259,57294,57121,57215,57088
perusall.com,50831,59727,60815,61889,62507,63242,64186,65049,65946,67115,68052,69006,70044,70986,72203,73501,74866,76141,77392,78901,78901,83184,85294,85294,90161,93679,93968,94122,93658,83070,86229,93476,93476,94360,98415,98588,98744,94390,93815,92232,90751,88309,84374,81582,78258,75136,71766,68714,66012,63682,61680,59702,57576,55758,54015,52409,51256
hitmanpro.com,50832,52447,52328,52431,52421,51890,51777,51334,51240,51090,51289,55296,55266,55250,55056,54809,54850,54165,54101,54065,54065,52946,52243,52243,52384,52714,51847,52008,51892,63536,63309,62061,62061,61714,61525,63407,62761,62562,63135,62955,62858,62841,62208,63423,62521,62151,62255,62128,61933,61731,61654,59743,60095,60050,59646,59870,59457
statssa.gov.za,50833,50461,50108,49764,49385,48963,48545,48253,48624,48478,47918,47520,47018,46725,46400,46164,45908,45447,45122,44825,44825,43870,43623,43623,43594,43314,43598,43899,44289,54999,55393,55588,55588,55595,55570,55663,55989,55995,56144,56273,56414,56614,56883,57097,56729,56782,56738,56760,57146,57476,57583,57635,57632,57465,57280,57103,56816
hyphensolutions.com,50834,50898,51379,51413,51207,51206,51192,51227,51402,51639,51564,51300,50983,50655,50528,50468,50672,50694,50406,50158,50158,49761,50038,50038,50366,50024,50225,50587,50887,51913,51983,52083,52083,51957,51966,51981,52054,52363,52422,52273,52264,52356,52579,52805,53126,53176,52893,52850,52942,53059,52933,52993,52896,52505,52263,52028,51908
americafirst.com,50835,54237,55080,56035,56438,56823,57726,58653,58856,59540,59977,60864,61621,62651,63109,63509,64349,65490,65936,66235,66235,67418,68278,68278,68750,69373,68194,67487,67243,80459,81538,86078,86078,84957,84695,84264,84147,84233,84472,84266,83935,83631,83499,83322,83613,84085,83933,83844,83921,83135,82744,82554,82539,81735,81248,81196,81559
1000kitap.com,50836,51633,51570,51455,51395,51295,51254,51243,51276,51120,51069,51046,51007,50790,50722,50553,50344,50160,49997,49756,49756,48979,48553,48553,47779,47260,47071,46833,46617,41072,41479,42700,42700,42695,42637,42592,42564,42490,42455,42463,42510,42506,42493,42566,42607,42627,42676,42793,42781,42730,42670,42858,43060,43228,43433,43643,43885
lawnstarter.com,50837,51292,51495,51587,51673,51760,51844,51910,52059,52090,52091,52104,52160,52015,51975,51944,51935,52016,51993,51862,51862,51527,51514,51514,51809,51757,52029,52340,52606,63704,63753,63237,63237,63112,62986,62792,62742,62751,62933,63184,63428,63753,63910,64005,64038,64210,64385,64735,64882,65079,65273,65416,65595,65804,65999,66188,66342
auxilor.io,50838,49435,49513,49523,49474,49390,49299,49234,49278,49186,49112,49168,49064,49019,49000,48974,48933,48841,48754,48561,48561,48487,48373,48373,48343,48124,48210,48371,48522,46448,46370,46077,46077,46069,46076,46076,46065,46129,46206,46317,46419,46515,46627,46806,46942,47177,47275,47338,47411,47529,47680,47849,47886,47966,47901,47884,47971
intelichart.com,50839,50617,50835,50820,50677,50571,50548,50680,50941,51040,51065,50886,50775,50510,50580,50541,50617,50628,50425,50282,50282,50129,50257,50257,50416,50116,50200,50422,50544,58983,58893,58578,58578,58468,58474,58530,58562,58769,58797,58754,58828,59090,59219,59214,59323,59344,59203,59205,59371,59271,59188,59179,59174,59064,59017,59039,59032
123rescue.com,50840,51256,51133,50968,51084,51171,51807,51765,51837,51539,51376,51802,51986,51800,51762,51495,51219,51097,51199,50938,50938,51486,51310,51310,51373,51255,51498,51925,52030,35299,35167,34922,34922,34903,34866,34856,34819,34798,34841,34937,34976,35023,35078,35048,35085,35195,35301,35376,35460,35403,35480,35959,36385,36767,37097,37542,37947
ubishops.ca,50841,49686,49846,49882,50000,50047,50015,50157,50304,50248,100256,100228,100493,100873,100980,101038,101083,101415,102014,102544,102544,104838,106138,106138,107808,108726,108159,107705,108218,129897,129871,129043,129043,128622,128071,127626,127204,126957,126048,126046,125872,125331,124900,124339,123917,121983,121024,120380,119841,118341,117430,116977,116720,116229,116092,116048,116141
foodpanda.co.th,50842,58793,62313,61810,61554,60602,61078,61107,62904,61344,61331,64236,69885,69815,70041,70146,70970,71668,70043,69226,69226,67539,67734,67734,66261,67215,65670,66113,68590,130707,136425,151589,151589,155690,164146,168984,174378,182183,189470,192793,196210,198555,198892,201209,190898,180897,177976,176430,175057,175229,173766,173128,171347,170528,170727,171018,171032
crowe.com,50843,52079,52401,52522,52515,52661,52854,53140,53389,53606,53771,53562,53386,53200,53076,53055,53156,52800,52399,52227,52227,52150,52238,52238,52387,52203,52371,52657,52964,54050,53952,53709,53709,53779,53910,54000,54172,54310,54331,54311,54300,54364,54541,54653,54641,54721,54531,54527,54545,54626,54558,54543,54464,54097,53824,53579,53164
hslda.org,50844,50480,50643,50535,50358,50183,50178,50234,50366,50444,50470,50506,50454,50329,50325,50377,50535,50671,50894,50911,50911,50962,51021,51021,51231,50945,51021,51205,51381,57806,57619,57358,57358,57264,57221,57244,57273,57267,57273,57264,57303,57424,57639,57688,57732,57728,57657,57598,57687,57655,57663,57630,57617,57579,57512,57440,57281
abc-mart.net,50845,50161,50251,50217,50201,50171,50143,50118,50175,50054,49924,49869,49844,49599,49504,49406,49340,49269,49063,48879,48879,48520,48389,48389,48180,47706,47696,47755,47842,55035,54654,53558,53558,53298,53073,52910,52771,52604,52492,52449,52278,52201,52191,52135,52048,51904,51783,51694,51587,51589,51674,51719,51767,51840,51895,51836,51793
linkmob.org,50846,50772,49558,48450,47462,46376,45368,44430,43526,43620,43819,43781,43851,43930,43983,44023,43955,43926,44004,44093,44093,44093,44233,44233,44429,44206,44355,44615,45031,123863,123918,124231,124231,124528,124826,125256,125676,126196,126800,127571,128162,128546,128974,129291,129438,129683,130175,129083,128683,129042,129393,129667,130598,130093,130038,130134,130201
dnscasino.com,50847,52747,52361,53305,53205,53259,53052,53075,53062,52377,52030,52213,52271,52161,52104,51916,53461,53278,53414,53086,53086,51531,51425,51425,52960,54591,55047,55409,55615,95525,95318,93208,93208,92473,91905,91432,90959,90073,89939,90799,91441,91403,91468,91444,91151,91197,91452,91757,92149,92620,92702,92516,93181,95438,95782,96311,96858
graziadaily.co.uk,50848,51732,51954,52006,52061,52174,52291,52444,52581,52435,52340,51924,51439,51126,50671,50193,50080,49951,49688,49395,49395,48400,48100,48100,47881,47425,47144,46854,46886,52014,51791,51528,51528,51499,51471,51430,51408,51505,51633,51724,51806,51973,52293,52574,52657,52632,52558,52499,52498,52570,52611,52605,52598,52633,52680,52546,52491
starbucks.ca,50849,36076,36048,35945,36513,36467,36438,36362,38466,38523,38254,37993,38056,38057,38255,38149,38370,65796,66059,66673,66673,66741,66687,66687,64421,64417,64325,63575,63476,68656,64700,62620,62620,62361,61784,61579,60833,60737,61085,60716,60622,60076,60373,61377,61033,60805,60533,60383,60511,60305,60234,60287,60218,62737,62811,62792,62993
btinternet.co.uk,50850,50420,50516,50464,50416,50378,50423,50502,50631,50631,50644,50670,50683,50508,50471,50396,50348,50361,50301,50185,50185,50051,50046,50046,50216,49930,50076,50341,50563,51514,51530,52079,52079,52076,52110,52136,52176,52186,52318,52436,52570,52621,52816,52911,52907,52841,52767,52701,52694,52714,52728,52685,52597,52573,52545,52337,52250
levitrdirectusa.com,50851,52285,52387,52446,52475,52531,52660,52834,52992,53063,53171,53266,53381,53392,53463,53586,53710,53838,53992,54214,54214,54237,54348,54348,54863,54737,55123,55595,55875,79997,80061,80577,80577,80665,80832,81047,81269,81529,81844,81938,82129,82232,82297,82313,82434,82628,82748,82796,82909,82888,82955,82954,82925,83003,83075,83141,83239
hentaimoodr.com,50852,69511,71060,73036,75211,77286,79499,81541,83314,84705,85751,86555,88312,88853,89383,89905,90615,91072,91067,91639,91639,91941,92187,92187,100397,102916,105619,108826,112594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-cdn.com,50853,50375,50465,50522,50562,50592,50597,50591,50629,50492,50530,50651,50698,50524,50488,50409,50347,50299,50278,50138,50138,49887,49792,49792,49747,49486,49610,49763,49866,49819,49671,49400,49400,49405,49419,49444,49448,49453,49514,49686,49792,49868,50020,50130,50231,50254,50332,50399,50516,50657,50825,50848,50898,50983,51027,50932,50979
oqee.net,50854,60503,60421,60153,61424,62906,63950,64887,65886,67287,68745,69027,69498,70387,70826,71302,71493,71415,72873,73591,73591,74979,75573,75573,76738,78140,78705,77766,78479,95488,95547,99594,99594,99898,99972,100161,100458,98998,90268,87376,84143,81204,78620,75996,75928,75885,76348,76581,76645,76825,76698,76518,76546,76731,76723,76801,76800
hdrezka.sh,50855,50408,50537,50517,50535,50541,50543,50552,50643,50545,50535,50560,50543,50382,50347,50296,50247,50234,50179,50002,50002,49671,49615,49615,49507,49220,49323,49435,49552,46937,46874,46822,46822,46883,46867,46913,46892,46891,44622,42608,40766,39215,37748,36360,35163,34216,33241,32185,31308,30231,29391,28646,27949,27256,26653,26051,25484
andstarsbuilding.com,50856,50544,50609,50419,50141,49978,49800,49462,49298,49183,49264,48945,48562,48294,48091,47868,47670,47467,47059,46397,46397,45072,44844,44844,43707,43992,43276,42700,42081,89736,88321,87373,87373,87660,88144,88483,89084,90074,90793,92501,95816,96647,97542,98578,99860,100990,102057,103252,104282,105228,106189,107379,108526,109572,110677,111802,113015
greatnet.de,50857,45809,45663,46192,46059,45927,45848,45596,45742,44958,44393,43216,42184,41340,40560,39885,39284,39405,39153,38869,38869,36376,34208,34208,31287,31625,31631,31654,31412,41275,41279,39921,39921,39638,39357,39228,39145,38747,38521,38316,38188,38415,38251,38023,37815,37584,37273,37033,36904,34378,32717,31238,30309,29884,29491,28963,28639
internetmatters.org,50858,51356,51484,51459,51425,51449,51487,51500,51554,51495,51462,51489,51511,51303,51252,51178,51110,51085,51064,50866,50866,50684,50562,50562,50561,50170,50297,50450,50539,46709,46710,46657,46657,46724,46742,46785,46810,46927,47020,47078,47152,47262,47422,47619,47687,47825,47774,47776,47734,47689,47767,47884,47806,47748,47553,47516,47471
alanchand.com,50859,51025,51095,51091,51124,51170,51230,51305,51448,51421,51447,51503,51532,51330,51260,51184,51108,51055,51114,50909,50909,50672,50601,50601,50628,50319,50413,50609,50706,45352,47650,59864,59864,59431,58988,58552,58063,58098,54309,51234,48438,46023,43831,41980,40300,38863,37514,36259,35149,34007,33079,31989,31012,30133,29353,28646,27980
zabasearch.com,50860,39881,39170,38490,37785,37145,36651,35999,35567,35127,34681,34358,33985,33650,33391,33188,32960,32619,32425,32253,32253,31905,31741,31741,31905,32043,32356,32745,33163,38430,38760,40215,40215,40297,40219,39945,39608,38651,38002,37762,37589,37642,37987,38283,37868,37378,36914,36436,35915,35158,34722,34382,33863,33130,32548,31971,31425
porno666.city,50861,52772,53169,53656,54115,54636,55201,55862,56374,56858,57329,57948,58634,59300,60047,60639,61379,61969,62693,63450,63450,64988,65569,65569,71264,74599,78960,82604,87223,555987,551476,551318,551318,552560,553784,555396,554896,553855,554834,562264,561981,559991,559196,554518,549470,545680,543033,542723,543510,543368,544597,547633,550547,554007,556153,558107,560232
telemar.net.br,50862,49531,49499,49077,49112,48737,49025,49900,50874,50708,50702,50830,50902,50725,50548,49851,46622,43442,41143,39200,39200,39107,39126,39126,39337,39688,39419,38903,38905,40221,40246,38881,38881,38679,38478,38310,38337,38121,37726,37333,36835,36468,36180,35963,35883,35920,35645,35362,35069,34383,34292,34294,34153,34233,34154,34045,33838
rapidcdn.click,50863,52871,52872,52613,52839,52989,53495,53501,53527,53411,53214,53236,53366,53282,52944,52498,51801,50964,50353,50621,50621,49029,48247,48247,45754,45120,44057,43145,42302,25502,25685,26036,26036,26194,26196,26259,26286,26340,26282,26337,26355,26201,26051,26009,26012,25914,25931,25993,26080,26130,26155,26215,26120,26102,26105,26098,26049
